454,"If You Give a Mouse a Cookie","Laura Joffe Numeroff, Felicia Bond"
455,"Something Blue (Darcy & Rachel, nb.2)","Emily Giffin"
456,"A Streetcar Named Desire","Tennessee Williams"
457,"The Historian","Elizabeth Kostova"
458,"Station Eleven","Emily St. John Mandel"
459,"A Man Called Ove","Fredrik Backman, Henning Koch"
460,"Clockwork Princess (The Infernal Devices, nb.3)","Cassandra Clare"
461,"The Good Earth (House of Earth, nb.1)","Pearl S. Buck"
462,"Ways of Seeing","John Berger"
463,"Dragonfly in Amber (Outlander, nb.2)","Diana Gabaldon"
464,"Holy Bible: King James Version","Anonymous"
465,"In Her Shoes","Jennifer Weiner"
466,"The Hobbit: Graphic Novel","Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming"
467,"The Brief Wondrous Life of Oscar Wao","Junot Díaz"
468,"Their Eyes Were Watching God","Zora Neale Hurston"
469,"Fantastic Beasts and Where to Find Them","Newt Scamander, J.K. Rowling, Albus Dumbledore"
470,"I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban","Malala Yousafzai, Christina Lamb"
471,"Mansfield Park","Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont"
472,"Man's Search for Meaning","Viktor E. Frankl"
473,"In the Woods (Dublin Murder Squad, nb.1)","Tana French"
474,"The God Delusion","Richard Dawkins"
475,"Where She Went (If I Stay, nb.2)","Gayle Forman"
476,"The World According to Garp","John Irving"
477,"Killing Floor (Jack Reacher, nb.1)","Lee Child"
478,"Robinson Crusoe","Daniel Defoe, Gerald McCann, Virginia Woolf"
479,"The Prince","Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez"
480,"The Amber Spyglass (His Dark Materials, nb.3)","Philip Pullman"
481,"Wizard's First Rule (Sword of Truth, nb.1)","Terry Goodkind"
482,"The Kitchen House","Kathleen Grissom"
483,"Franny and Zooey","J.D. Salinger"
484,"Choke","Chuck Palahniuk"
485,"The Brothers Karamazov","Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky"
486,"The City of Ember (Book of Ember, nb.1)","Jeanne DuPrau"
487,"The Andromeda Strain","Michael Crichton"
488,"The Green Mile","Stephen King"
489,"The Prophet","Kahlil Gibran"
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, nb.1)","Art Spiegelman"
491,"Untamed (House of Night, nb.4)","P.C. Cast, Kristin Cast"
492,"Speaker for the Dead (Ender's Saga, nb.2)","Orson Scott Card"
493,"Mere Christianity","C.S. Lewis"
494,"The Secret History","Donna Tartt"
495,"A Heartbreaking Work of Staggering Genius","Dave Eggers"
496,"The Clan of the Cave Bear (Earth's Children, nb.1)","Jean M. Auel"
497,"Black Beauty","Anna Sewell"
498,"War and Peace","Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude"
499,"American Psycho","Bret Easton Ellis"
500,"The Princess Diaries (The Princess Diaries, nb.1)","Meg Cabot"
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, nb.1)","Alexander McCall Smith"
502,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore"
503,"2001: A Space Odyssey (Space Odyssey, nb.1)","Arthur C. Clarke"
504,"Redeeming Love","Francine Rivers"
505,"Left Behind (Left Behind, nb.1)","Tim LaHaye, Jerry B. Jenkins"
506,"The One (The Selection, nb.3)","Kiera Cass"
507,"The Hunger Games Trilogy Boxset (The Hunger Games, nb.1-3)","Suzanne Collins"
508,"Nickel and Dimed: On (Not) Getting By in America","Barbara Ehrenreich"
509,"Remember Me?","Sophie Kinsella"
510,"The Great Hunt (Wheel of Time, nb.2)","Robert Jordan"
511,"Postmortem (Kay Scarpetta, nb.1)","Patricia Cornwell"
512,"The Complete Stories and Poems","Edgar Allan Poe"
513,"The Hiding Place: The Triumphant True Story of Corrie Ten Boom","Corrie ten Boom, John Sherrill, Elizabeth Sherrill"
514,"The Adventures of Sherlock Holmes","Arthur Conan Doyle"
515,"The Prince of Tides","Pat Conroy"
516,"The Amazing Adventures of Kavalier & Clay","Michael Chabon"
517,"Perfect Chemistry (Perfect Chemistry, nb.1)","Simone Elkeles"
518,"Peter Pan","J.M. Barrie, Michael Hague"
519,"Pretties (Uglies, nb.2)","Scott Westerfeld"
520,"The Wind-Up Bird Chronicle","Haruki Murakami, Jay Rubin"
521,"The Lincoln Lawyer (Mickey Haller, nb.1; Harry Bosch Universe, nb.16)","Michael Connelly"
522,"Cloud Atlas","David Mitchell"
523,"The Things They Carried","Tim O'Brien"
524,"Wall and Piece","Banksy"
525,"Pandemonium (Delirium, nb.2)","Lauren Oliver"
526,"Darkly Dreaming Dexter (Dexter, nb.1)","Jeff Lindsay"
527,"Living Dead in Dallas (Sookie Stackhouse, nb.2)","Charlaine Harris"
528,"The Dragon Reborn (Wheel of Time, nb.3)","Robert Jordan"
529,"Gulliver's Travels","Jonathan Swift, Robert DeMaria Jr."
530,"Much Ado About Nothing","William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson"
531,"Beowulf","Unknown, Seamus Heaney"
532,"Batman: Year One","Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil"
533,"Go Set a Watchman","Harper Lee"
534,"When You Are Engulfed in Flames","David Sedaris"
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, nb.1)","Laini Taylor"
536,"Red Queen (Red Queen, nb.1)","Victoria Aveyard"
537,"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg"
538,"Midnight in the Garden of Good and Evil","John Berendt"
539,"Hopeless (Hopeless, nb.1)","Colleen Hoover"
540,"A Little Princess","Frances Hodgson Burnett, Nancy Bond"
541,"The Truth About Forever","Sarah Dessen"
542,"The Horse and His Boy (Chronicles of Narnia, nb.5)","C.S. Lewis"
543,"Last Sacrifice (Vampire Academy, nb.6)","Richelle Mead"
544,"Little House on the Prairie (Little House, nb.2)","Laura Ingalls Wilder, Garth Williams"
545,"The Velveteen Rabbit","Margery Williams Bianco, William   Nicholson"
546,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values","Robert M. Pirsig"
547,"The War of the Worlds","H.G. Wells, Arthur C. Clarke"
548,"Pretty Little Liars (Pretty Little Liars, nb.1)","Sara Shepard"
549,"Corduroy","Don Freeman"
550,"The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan"
551,"Life After Life","Kate Atkinson"
552,"The Rescue","Nicholas Sparks"
553,"Needful Things","Stephen King"
554,"Voyager (Outlander, nb.3)","Diana Gabaldon"
555,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare"
556,"Cujo","Stephen King"
557,"The Virgin Suicides","Jeffrey Eugenides"
558,"Dead to the World (Sookie Stackhouse, nb.4)","Charlaine Harris"
559,"Tess of the D'Urbervilles","Thomas Hardy, Tim Dolin, Margaret R. Higonnet"
560,"Madame Bovary","Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall"
561,"The Phantom Tollbooth","Norton Juster, Jules Feiffer"
562,"The Way of Kings (The Stormlight Archive, nb.1)","Brandon Sanderson"
563,"Club Dead (Sookie Stackhouse, nb.3)","Charlaine Harris"
564,"It's Kind of a Funny Story","Ned Vizzini"
565,"The Well of Ascension (Mistborn, nb.2)","Brandon Sanderson"
566,"After You (Me Before You, nb.2)","Jojo Moyes"
567,"The Language of Flowers","Vanessa Diffenbaugh"
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, nb.1)","Frank Miller, Klaus Janson, Lynn Varley"
569,"The Angel Experiment (Maximum Ride, nb.1)","James Patterson"
570,"High Fidelity","Nick Hornby"
571,"The Guardian","Nicholas Sparks"
572,"Oryx and Crake (MaddAddam, nb.1)","Margaret Atwood"
573,"Men Are from Mars, Women Are from Venus","John Gray"
574,"Kitchen Confidential: Adventures in the Culinary Underbelly","Anthony Bourdain"
575,"Timeline","Michael Crichton"
576,"Candide","Voltaire"
577,"Tuck Everlasting","Natalie Babbitt"
578,"Christine","Stephen King, Marie Milpois"
579,"Are You My Mother?","P.D. Eastman"
580,"The Story of Art","E.H. Gombrich"
581,"Scarlet (The Lunar Chronicles, nb.2)","Marissa Meyer"
582,"Rich Dad, Poor Dad","Robert T. Kiyosaki"
583,"Silence (Hush, Hush, nb.3)","Becca Fitzpatrick"
584,"The Magicians (The Magicians nb.1)","Lev Grossman"
585,"Death Note, Vol. 1: Boredom (Death Note, nb.1)","Tsugumi Ohba, Takeshi Obata"
586,"A Great and Terrible Beauty (Gemma Doyle, nb.1)","Libba Bray"
587,"Everything Is Illuminated","Jonathan Safran Foer"
588,"The Bourne Supremacy (Jason Bourne, nb.2)","Robert Ludlum"
589,"Easy (Contours of the Heart, nb.1)","Tammara Webber"
590,"David Copperfield","Charles Dickens, Jeremy Tambling"
591,"The Absolutely True Diary of a Part-Time Indian","Sherman Alexie, Ellen Forney"
592,"The Master and Margarita","Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer"
593,"A Wizard of Earthsea (Earthsea Cycle, nb.1)","Ursula K. Le Guin"
594,"Because of Winn-Dixie","Kate DiCamillo, Chris Sheban"
595,"A Separate Peace","John Knowles"
596,"The Rainmaker","John Grisham"
597,"Don Quixote","Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford"
598,"Assassin's Apprentice (Farseer Trilogy, nb.1)","Robin Hobb"
599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, nb.2)","Douglas Adams"
600,"Torment (Fallen, nb.2)","Lauren Kate"
601,"The Tale of Peter Rabbit","Beatrix Potter"
602,"The Silver Chair (Chronicles of Narnia, nb.4)","C.S. Lewis, Pauline Baynes"
603,"The Hero of Ages (Mistborn, nb.3)","Brandon Sanderson"
604,"Girl, Interrupted","Susanna Kaysen"
605,"Are You There, Vodka? It's Me, Chelsea","Chelsea Handler"
606,"Jonathan Livingston Seagull","Richard Bach, Russell Munson"
607,"City of Heavenly Fire (The Mortal Instruments, nb.6)","Cassandra Clare"
608,"Love You Forever","Robert Munsch, Sheila McGraw"
609,"Cell","Stephen King"
610,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown"
611,"The Silmarillion (Middle-Earth Universe)","J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith"
612,"The Drawing of the Three (The Dark Tower, nb.2)","Stephen King"
613,"The Forgotten Garden","Kate Morton"
614,"The Trial","Franz Kafka, Edwin Muir, Willa Muir, Max Brod"
615,"This Lullaby","Sarah Dessen"
616,"Plain Truth","Jodi Picoult"
617,"Orange Is the New Black","Piper Kerman"
618,"The Hound of the Baskervilles","Arthur Conan Doyle, Anne Perry"
619,"Thinking, Fast and Slow","Daniel Kahneman"
620,"The Mists of Avalon (Avalon, nb.1)","Marion Zimmer Bradley"
621,"Are You There God? It's Me, Margaret","Judy Blume"
622,"Nights in Rodanthe","Nicholas Sparks"
623,"Mr. Mercedes (Bill Hodges Trilogy, nb.1)","Stephen King"
624,"All Together Dead (Sookie Stackhouse, nb.7)","Charlaine Harris"
625,"Midwives","Chris Bohjalian"
626,"The Polar Express","Chris Van Allsburg"
627,"The True Story of the 3 Little Pigs","Jon Scieszka, Lane Smith"
628,"Patriot Games (Jack Ryan Universe, nb.2)","Tom Clancy"
629,"Veronika Decides to Die","Paulo Coelho, Margaret Jull Costa"
630,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell"
631,"Dead as a Doornail (Sookie Stackhouse, nb.5)","Charlaine Harris"
632,"Shatter Me (Shatter Me, nb.1)","Tahereh Mafi"
633,"Starship Troopers","Robert A. Heinlein"
634,"I've Got Your Number","Sophie Kinsella"
635,"Sophie's World","Jostein Gaarder, Paulette Møller"
636,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, nb.4)","Mark Cotta Vaz"
637,"The Martian Chronicles","Ray Bradbury"
638,"A Visit from the Goon Squad","Jennifer Egan"
639,"Heidi","Johanna Spyri, Angelo  Rinaldi, Beverly Cleary"
640,"Prey","Michael Crichton"
641,"The Last Battle (Chronicles of Narnia, nb.7)","C.S. Lewis"
642,"World Without End (The Kingsbridge Series, nb.2)","Ken Follett"
643,"Chosen (House of Night, nb.3)","P.C. Cast, Kristin Cast"
644,"Slammed (Slammed, nb.1)","Colleen Hoover"
645,"Beastly (Beastly, nb.1; Kendra Chronicles, nb.1)","Alex Flinn"
646,"The Canterbury Tales","Geoffrey Chaucer, Nevill Coghill"
647,"Baby Proof","Emily Giffin"
648,"Inheritance (The Inheritance Cycle, nb.4)","Christopher Paolini"
649,"1Q84","Haruki Murakami, Jay Rubin, Philip Gabriel"
650,"Uncle Tom's Cabin","Harriet Beecher Stowe"
651,"The Phantom of the Opera","Gaston Leroux, Alexander Teixeira de Mattos"
652,"Definitely Dead (Sookie Stackhouse, nb.6)","Charlaine Harris"
653,"Blindness","José Saramago, Giovanni Pontiero"
654,"Freedom","Jonathan Franzen"
655,"Crossed (Matched, nb.2)","Ally Condie"
656,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, nb.1)","Ally Carter"
657,"The White Tiger","Aravind Adiga"
658,"The Corrections","Jonathan Franzen"
659,"Dreams from My Father: A Story of Race and Inheritance","Barack Obama"
660,"Congo","Michael Crichton"
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz"
662,"Interpreter of Maladies","Jhumpa Lahiri"
663,"A People's History of the United States","Howard Zinn"
664,"Breakfast at Tiffany's","Truman Capote"
665,"The Passage (The Passage, nb.1)","Justin Cronin"
666,"Anansi Boys","Neil Gaiman"
667,"Along for the Ride","Sarah Dessen"
668,"Everything I Never Told You","Celeste Ng"
669,"The House of the Spirits","Isabel Allende, Magda Bogin"
670,"The Dead Zone","Stephen King"
671,"The Mysterious Affair at Styles (Hercule Poirot, nb.1)","Agatha Christie, Ροζίτα Σώκου"
672,"Murder on the Orient Express (Hercule Poirot, nb.10)","Agatha Christie"
673,"Americanah","Chimamanda Ngozi Adichie"
674,"Suzanne's Diary for Nicholas","James Patterson"
675,"Firestarter","Stephen King"
676,"Entwined with You (Crossfire, nb.3)","Sylvia Day"
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Christopher McDougall"
678,"The Storied Life of A.J. Fikry","Gabrielle Zevin"
679,"Madeline","Ludwig Bemelmans"
680,"Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century","Napoleon Hill"
681,"Little House in the Big Woods (Little House, nb.1)","Laura Ingalls Wilder, Garth Williams"
682,"Jonathan Strange & Mr Norrell","Susanna Clarke"
683,"A Bend in the Road","Nicholas Sparks"
684,"The House of Hades (The Heroes of Olympus, nb.4)","Rick Riordan"
685,"Gone (Gone, nb.1)","Michael  Grant"
686,"The Wedding (The Notebook, nb.2)","Nicholas Sparks"
687,"1776","David McCullough"
688,"Under the Banner of Heaven: A Story of Violent Faith","Jon Krakauer"
689,"Beautiful Ruins","Jess Walter"
690,"The Audacity of Hope: Thoughts on Reclaiming the American Dream","Barack Obama"
691,"On Writing: A Memoir of the Craft","Stephen King"
692,"Firefly Lane (Firefly Lane, nb.1)","Kristin Hannah"
693,"Sphere","Michael Crichton"
694,"Love the One You're With","Emily Giffin"
695,"The Silkworm (Cormoran Strike, nb.2)","Robert Galbraith, J.K. Rowling"
696,"The Vampire Lestat (The Vampire Chronicles, nb.2)","Anne Rice"
697,"State of Wonder","Ann Patchett"
698,"The Silver Linings Playbook","Matthew Quick"
699,"Twenty Thousand Leagues Under the Sea","Jules Verne, Anthony Bonner"
700,"The Constant Princess (The Plantagenet and Tudor Novels, nb.6)","Philippa Gregory"
701,"Mrs. Dalloway","Virginia Woolf, Maureen Howard"
702,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared","Jonas Jonasson, Rod Bradbury"
703,"Bag of Bones","Stephen King"
704,"The Cider House Rules","John Irving"
705,"Thinner","Richard Bachman, Stephen King"
706,"Around the World in Eighty Days","Jules Verne, Michael Glencross, Brian W. Aldiss"
707,"Walk Two Moons","Sharon Creech"
708,"Eleven Minutes","Paulo Coelho, Margaret Jull Costa"
709,"Nine Stories","J.D. Salinger"
710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living","Julie Powell"
711,"Unwind (Unwind, nb.1)","Neal Shusterman"
712,"Drums of Autumn (Outlander, nb.4)","Diana Gabaldon"
713,"Prodigy (Legend, nb.2)","Marie Lu"
714,"King Lear","William Shakespeare"
715,"Death of a Salesman","Arthur Miller"
716,"The Choice","Nicholas Sparks"
717,"The Hunger Games: Official Illustrated Movie Companion","Kate Egan"
718,"The Sound and the Fury","William Faulkner"
719,"A New Earth: Awakening to Your Life's Purpose","Eckhart Tolle"
720,"Bleach, Volume 01","Tite Kubo"
721,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Allie Brosh"
722,"The Shadow Rising (Wheel of Time, nb.4)","Robert Jordan"
723,"Shantaram","Gregory David Roberts"
724,"From Dead to Worse (Sookie Stackhouse, nb.8)","Charlaine Harris"
725,"The Waste Lands (The Dark Tower, nb.3)","Stephen King, Ned Dameron"
726,"The Bone Collector (Lincoln Rhyme, nb.1)","Jeffery Deaver"
727,"The Reader","Bernhard Schlink, Carol Brown Janeway"
728,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle"
729,"Hyperion (Hyperion Cantos, nb.1)","Dan Simmons"
730,"The Pearl","John Steinbeck"
731,"The Exorcist","William Peter Blatty"
732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, nb.3.5)","Stephenie Meyer"
733,"Snow Falling on Cedars","David Guterson"
734,"Roots: The Saga of an American Family","Alex Haley"
735,"Batman: The Killing Joke","Alan Moore, Brian Bolland, Tim Sale"
736,"Invisible Man","Ralph Ellison"
737,"A Long Way Gone: Memoirs of a Boy Soldier","Ishmael Beah"
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, nb.1)","Robert C. O'Brien"
739,"Different Seasons","Stephen King"
740,"The Little House Collection (Little House, nb.1-9)","Laura Ingalls Wilder, Garth Williams"
741,"The Girls' Guide to Hunting and Fishing","Melissa Bank"
742,"Wool Omnibus (Silo, nb.1)","Hugh Howey"
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal","Christopher Moore"
744,"The Power of Now: A Guide to Spiritual Enlightenment","Eckhart Tolle"
745,"Let's Pretend This Never Happened: A Mostly True Memoir","Jenny  Lawson"
746,"The Lies of Locke Lamora (Gentleman Bastard, nb.1)","Scott Lynch"
747,"Sabriel (Abhorsen,  nb.1)","Garth Nix"
748,"Dead and Gone (Sookie Stackhouse, nb.9)","Charlaine Harris"
749,"The Storyteller","Jodi Picoult"
750,"Obsidian (Lux, nb.1)","Jennifer L. Armentrout"
751,"Life, the Universe and Everything (Hitchhiker's Guide, nb.3)","Douglas Adams"
752,"Crown of Midnight (Throne of Glass, nb.2)","Sarah J. Maas"
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life","Bryan Lee O'Malley"
754,"Half Broke Horses","Jeannette Walls"
755,"Mort (Death, nb.1; Discworld, nb.4)","Terry Pratchett"
756,"The Iron King (The Iron Fey, nb.1)","Julie Kagawa"
757,"Lonesome Dove","Larry McMurtry"
758,"Stiff: The Curious Lives of Human Cadavers","Mary Roach"
759,"Bloodlines (Bloodlines, nb.1)","Richelle Mead"
760,"Ender's Shadow (Ender's Shadow, nb.1)","Orson Scott Card"
761,"Twenties Girl","Sophie Kinsella"
762,"Schindler's List","Thomas Keneally"
763,"The Bluest Eye","Toni Morrison"
764,"The White Queen (The Plantagenet and Tudor Novels, nb.2)","Philippa Gregory"
765,"The Autobiography of Malcolm X","Malcolm X, Alex Haley"
766,"Preludes & Nocturnes (The Sandman nb.1)","Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger"
767,"Seabiscuit: An American Legend","Laura Hillenbrand"
768,"Shutter Island","Dennis Lehane"
769,"The Complete Sherlock Holmes","Arthur Conan Doyle"
770,"Julius Caesar","William Shakespeare, Roma Gill"
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Erik Larson"
772,"The Republic","Plato, Desmond Lee"
773,"The Taming of the Shrew","William Shakespeare"
